Équipe,Mouvement,Joueur,Nationalité,Poste,Âge,Club (Prov/Dest),Lien Joueur
Béziers,Départs,Hugo CAMACHO,France,Mêlée,22 ans,ESPOIR,https://www.allrugby.com/joueurs/hugo-camacho-15271.html
Béziers,Départs,Romain URUTY,France,Ouverture,27 ans,JIFF,https://www.allrugby.com/joueurs/romain-uruty-8646.html
Béziers,Départs,Hugo AUBRY,France,Ouverture,23 ans,ESPOIR,https://www.allrugby.com/joueurs/hugo-aubry-14948.html
Béziers,Départs,Taylor GONTINEAC,France,Centre,25 ans,JIFF,https://www.allrugby.com/joueurs/taylor-gontineac-9301.html
Béziers,Départs,Théo VASSALLO,France,Centre,22 ans,ESPOIR,https://www.allrugby.com/joueurs/theo-vassallo-16404.html
Béziers,Départs,Aminiasi TUIMABA,Fidji,Ailier,31 ans,NON JIFF,https://www.allrugby.com/joueurs/aminiasi-tuimaba-9731.html
Béziers,Départs,Sireli MASIWINI,Fidji,Ailier,22 ans,ESPOIR NON JIFF,https://www.allrugby.com/joueurs/sireli-masiwini-15634.html
Béziers,Départs,Enslin CLAASEN,Afrique du sud,Ailier,20 ans,ESPOIR NON JIFF,https://www.allrugby.com/joueurs/enslin-claasen-21395.html
Béziers,Départs,Baltazar AMAYA,Uruguay,Arrière,27 ans,NON JIFF,https://www.allrugby.com/joueurs/baltazar-amaya-12486.html
Béziers,Départs,Timéo LABAT,France,Arrière,20 ans,ESPOIR,https://www.allrugby.com/joueurs/timeo-labat-18216.html
Béziers,Prolongations,Yanis LOCKWOOD,France,Talonneur,21 ans,ESPOIR,https://www.allrugby.com/joueurs/yanis-lockwood-18213.html
Béziers,Prolongations,Shahn ERU,Îles Cook,2ème ligne,36 ans,NON JIFF,https://www.allrugby.com/joueurs/eru-shahn-5154.html
Béziers,Prolongations,Cam DODSON,Angleterre,2ème ligne,29 ans,NON JIFF,https://www.allrugby.com/joueurs/cameron-dodson-11053.html
Béziers,Prolongations,Paul RÉAU,France,Ailier,25 ans,JIFF,https://www.allrugby.com/joueurs/paul-reau-13711.html
Biarritz,Arrivées,Regi CHURCHWARD,Australie,Pilier,29 ans,NON JIFF,https://www.allrugby.com/joueurs/regi-churchward-17336.html
Biarritz,Arrivées,Kakhaber DARBAIDZE,Géorgie,Pilier,26 ans,NON JIFF,https://www.allrugby.com/joueurs/kakhaber-darbaidze-21838.html
Biarritz,Arrivées,Iban HIRIART-URRUTY,France,Talonneur,33 ans,JIFF,https://www.allrugby.com/joueurs/iban-hiriart-urruty-16447.html
Biarritz,Arrivées,Luka BEGIC,France,Talonneur,25 ans,JIFF,https://www.allrugby.com/joueurs/luka-begic-13713.html
Biarritz,Arrivées,Raynard ROETS,Afrique du sud,2ème ligne,25 ans,NON JIFF,https://www.allrugby.com/joueurs/raynard-roets-16924.html
Biarritz,Arrivées,Álvaro GARCÍA IANDOLINO,Argentine,2ème ligne,20 ans,ESPOIR NON JIFF,https://www.allrugby.com/joueurs/alvaro-garcia-iandolino-17394.html
Biarritz,Arrivées,Sione VAILANU,Tonga,3ème ligne,31 ans,NON JIFF,https://www.allrugby.com/joueurs/sione-vailanu-5838.html
Biarritz,Arrivées,Iban LACLAU,France,Ouverture,21 ans,ESPOIR,https://www.allrugby.com/joueurs/iban-laclau-20236.html
Biarritz,Arrivées,Duncan PAIA'AUA,Nouvelle-Zélande,Centre,31 ans,NON JIFF,https://www.allrugby.com/joueurs/duncan-paia-aua-6664.html
Biarritz,Arrivées,Lukas DOYHENARD,France,Centre,25 ans,JIFF,https://www.allrugby.com/joueurs/lukas-doyhenard-14117.html
Biarritz,Arrivées,Mosese DAWAI,Fidji,Ailier,28 ans,NON JIFF,https://www.allrugby.com/joueurs/mosese-dawai-12581.html
Biarritz,Départs,Clément MARTINEZ,France,Talonneur,30 ans,JIFF,https://www.allrugby.com/joueurs/clement-martinez-5465.html
Biarritz,Départs,Piula FA'ASALELE,Samoa,2ème ligne,38 ans,NON JIFF,https://www.allrugby.com/joueurs/piula-faasalele-1337.html
Biarritz,Départs,Cornell DU PREEZ,Afrique du sud,3ème ligne,35 ans,NON JIFF,https://www.allrugby.com/joueurs/cornell-du-preez-3036.html
Biarritz,Départs,Filimo TAOFIFENUA,France,3ème ligne,32 ans,JIFF,https://www.allrugby.com/joueurs/filimo-taofifenua-3662.html
Biarritz,Départs,Imanol BISCAY,France,Mêlée,24 ans,JIFF,https://www.allrugby.com/joueurs/imanol-biscay-15782.html
Biarritz,Départs,Enzo SELPONI,France,Ouverture,33 ans,JIFF,https://www.allrugby.com/joueurs/enzo-selponi-1381.html
Biarritz,Départs,Eliott ARANDIGA,France,Ouverture,22 ans,ESPOIR,https://www.allrugby.com/joueurs/eliott-arandiga-18314.html
Biarritz,Départs,Yann DAVID,France,Centre,38 ans,JIFF,https://www.allrugby.com/joueurs/yann-david-810.html
Biarritz,Départs,Tom HENDRICKSON,Nouvelle-Zélande,Centre,31 ans,NON JIFF,https://www.allrugby.com/joueurs/tom-hendrickson-5632.html
Biarritz,Départs,Jules EVEN,France,Centre,27 ans,JIFF,https://www.allrugby.com/joueurs/jules-even-4615.html
Biarritz,Départs,Sam SPRING,France,Centre,23 ans,ESPOIR,https://www.allrugby.com/joueurs/sam-spring-20538.html
Biarritz,Départs,Steeve BARRY,France,Ailier,35 ans,JIFF,https://www.allrugby.com/joueurs/steeve-barry-4385.html
Biarritz,Départs,Zach KIBIRIGE,Angleterre,Ailier,31 ans,NON JIFF,https://www.allrugby.com/joueurs/zach-kibirige-3230.html
Biarritz,Départs,Joe JONAS,Afrique du sud,Arrière,25 ans,JIFF,https://www.allrugby.com/joueurs/joe-jonas-9971.html
Biarritz,Prolongations,Giorgi NUTSUBIDZE,Géorgie,Pilier,27 ans,JIFF,https://www.allrugby.com/joueurs/giorgi-nutsubidze-6739.html
Biarritz,Prolongations,François MUR,France,Pilier,22 ans,ESPOIR,https://www.allrugby.com/joueurs/francois-mur-14534.html
Biarritz,Prolongations,Adrien SONZOGNI,France,Talonneur,23 ans,JIFF,https://www.allrugby.com/joueurs/adrien-sonzogni-11169.html
Biarritz,Prolongations,Millian OULDJI,France,Talonneur,20 ans,ESPOIR,https://www.allrugby.com/joueurs/millian-ouldji-18571.html
Biarritz,Prolongations,Thomas HÉBERT,France,3ème ligne,26 ans,JIFF,https://www.allrugby.com/joueurs/thomas-hebert-10112.html
Biarritz,Prolongations,Ekain IMAZ,Espagne,3ème ligne,23 ans,JIFF,https://www.allrugby.com/joueurs/ekain-imaz-11726.html
Biarritz,Prolongations,Andréa SACCO,France,3ème ligne,21 ans,ESPOIR,https://www.allrugby.com/joueurs/andrea-sacco-18404.html
Biarritz,Prolongations,Anoa LAURENT,France,Mêlée,19 ans,ESPOIR,https://www.allrugby.com/joueurs/anoa-laurent-20150.html
Biarritz,Prolongations,Dorian LABORDE,France,Centre,29 ans,JIFF,https://www.allrugby.com/joueurs/dorian-laborde-3702.html
Biarritz,Prolongations,Mathieu ACÉBÈS,France,Ailier,38 ans,JIFF,https://www.allrugby.com/joueurs/mathieu-acebes-581.html
Biarritz,Prolongations,Bastien GUILLEMIN,France,Ailier,28 ans,JIFF,https://www.allrugby.com/joueurs/bastien-guillemin-4759.html
Biarritz,Prolongations,Baptiste FARISCOT,France,Arrière,24 ans,JIFF,https://www.allrugby.com/joueurs/baptiste-fariscot-10052.html
Brive,Arrivées,Christian JUDGE,Angleterre,Pilier,33 ans,NON JIFF,https://www.allrugby.com/joueurs/christian-judge-7060.html
Brive,Arrivées,Louis MARY,France,Pilier,26 ans,JIFF,https://www.allrugby.com/joueurs/louis-mary-12162.html
Brive,Arrivées,Lucas OUDARD,France,3ème ligne,25 ans,JIFF,https://www.allrugby.com/joueurs/lucas-oudard-15385.html
Brive,Arrivées,Gatien MASSÉ,France,Centre,24 ans,JIFF,https://www.allrugby.com/joueurs/gatien-masse-12297.html
Brive,Arrivées,Aymeric LUC,France,Arrière,28 ans,JIFF,https://www.allrugby.com/joueurs/aymeric-luc-6046.html
Brive,Départs,Henzo KITEAU,France,Pilier,24 ans,JIFF,https://www.allrugby.com/joueurs/henzo-kiteau-10753.html
Brive,Départs,Nathan FRAISSENON,France,Pilier,23 ans,JIFF,https://www.allrugby.com/joueurs/nathan-fraissenon-9993.html
Brive,Départs,Zaccharie AFFANE,France,Pilier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/zaccharie-affane-13842.html
Brive,Départs,Benjamin BOUDOU,France,Talonneur,24 ans,JIFF,https://www.allrugby.com/joueurs/benjamin-boudou-8044.html
Brive,Départs,Hendré STASSEN,Afrique du sud,2ème ligne,28 ans,NON JIFF,https://www.allrugby.com/joueurs/hendre-stassen-6836.html
Brive,Départs,Courtney LAWES,Angleterre,3ème ligne,37 ans,NON JIFF,https://www.allrugby.com/joueurs/courtney-lawes-2108.html
Brive,Départs,Asier USARRAGA,Espagne,3ème ligne,31 ans,JIFF,https://www.allrugby.com/joueurs/asier-usarraga-3341.html
Brive,Départs,Hugo VERDU,France,Ouverture,29 ans,JIFF,https://www.allrugby.com/joueurs/hugo-verdu-5137.html
Brive,Départs,Luka KELETAONA,France,Ouverture,20 ans,ESPOIR,https://www.allrugby.com/joueurs/luka-keletaona-15392.html
Brive,Départs,Ben TAPUAI,Australie,Centre,37 ans,NON JIFF,https://www.allrugby.com/joueurs/ben-tapuai-5122.html
Brive,Départs,Paul PIMIENTA,France,Centre,30 ans,JIFF,https://www.allrugby.com/joueurs/paul-pimienta-5575.html
Brive,Départs,Kévin FABIEN,Haïti,Centre,23 ans,JIFF,https://www.allrugby.com/joueurs/kevin-fabien-13830.html
Brive,Départs,Erwan DRIDI,France,Ailier,26 ans,JIFF,https://www.allrugby.com/joueurs/erwan-dridi-7316.html
Brive,Départs,Curwin BOSCH,Afrique du sud,Arrière,29 ans,NON JIFF,https://www.allrugby.com/joueurs/curwin-bosch-5576.html
Brive,Départs,Thomas ZÉNON,France,Arrière,27 ans,JIFF,https://www.allrugby.com/joueurs/thomas-zenon-8262.html
Brive,Prolongations,Simoté MOALA,France,Pilier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/simote-moala-20551.html
Brive,Prolongations,Konstantine MIKAUTADZE,Géorgie,2ème ligne,35 ans,JIFF,https://www.allrugby.com/joueurs/konstantine-mikautadze-1279.html
Brive,Prolongations,Samuel MAXIMIN,France,3ème ligne,25 ans,JIFF,https://www.allrugby.com/joueurs/samuel-maximin-8651.html
Brive,Prolongations,Geoffrey MALATERRE,France,3ème ligne,20 ans,ESPOIR,https://www.allrugby.com/joueurs/geoffrey-malaterre-12173.html
Brive,Prolongations,Maxime SIDOBRE,France,Mêlée,27 ans,JIFF,https://www.allrugby.com/joueurs/maxime-sidobre-5792.html
Brive,Prolongations,Eto BAINIVALU,Fidji,Centre,25 ans,JIFF,https://www.allrugby.com/joueurs/eto-bainivalu-11488.html
Brive,Prolongations,Lewis NOON,Angleterre,Arrière,21 ans,ESPOIR,https://www.allrugby.com/joueurs/lewis-noon-15394.html
Colomiers,Arrivées,Mamuka MSTOIANI,Géorgie,Pilier,25 ans,JIFF,https://www.allrugby.com/joueurs/mamuka-mstoiani-11285.html
Colomiers,Arrivées,Steven CUMMINS,Australie,2ème ligne,34 ans,NON JIFF,https://www.allrugby.com/joueurs/steven-cummins-5869.html
Colomiers,Arrivées,Richard HARDWICK,Namibie,3ème ligne,32 ans,NON JIFF,https://www.allrugby.com/joueurs/richard-hardwick-5319.html
Colomiers,Arrivées,Tuaina Taii TUALIMA,Nouvelle-Zélande,3ème ligne,29 ans,NON JIFF,https://www.allrugby.com/joueurs/tuaina-taii-tualima-9116.html
Colomiers,Arrivées,Thibault DEBAËS,France,Ouverture,24 ans,JIFF,https://www.allrugby.com/joueurs/thibault-debaes-9051.html
Colomiers,Arrivées,Seamus BARDOUL,Nouvelle-Zélande,Centre,29 ans,NON JIFF,https://www.allrugby.com/joueurs/seamus-bardoul-16111.html
Colomiers,Arrivées,Lucas VIGNÈRES,France,Centre,20 ans,ESPOIR,https://www.allrugby.com/joueurs/lucas-vigneres-18169.html
Colomiers,Arrivées,Viliami FINE,Tonga,Ailier,28 ans,NON JIFF,https://www.allrugby.com/joueurs/viliami-fine-12113.html
Colomiers,Arrivées,Simão BENTO,Portugal,Arrière,25 ans,JIFF,https://www.allrugby.com/joueurs/simao-bento-12350.html
Colomiers,Départs,Alexandre ETCHEBÉHÈRE,France,Pilier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/alexandre-etchebehere-14270.html
Colomiers,Départs,Thomas ADÉLAÏDE,France,2ème ligne,23 ans,ESPOIR,https://www.allrugby.com/joueurs/thomas-adelaide-14464.html
Colomiers,Départs,Caleb TIMU,Nouvelle-Zélande,3ème ligne,32 ans,NON JIFF,https://www.allrugby.com/joueurs/caleb-timu-6142.html
Colomiers,Départs,Nicolas MARTINS,France,3ème ligne,27 ans,JIFF,https://www.allrugby.com/joueurs/nicolas-martins-14149.html
Colomiers,Départs,Arthur DIAZ,France,Mêlée,22 ans,JIFF,https://www.allrugby.com/joueurs/arthur-diaz-15026.html
Colomiers,Départs,Valentin DELPY,France,Ouverture,22 ans,ESPOIR,https://www.allrugby.com/joueurs/valentin-delpy-15037.html
Colomiers,Départs,Matías OSADCZUK,Argentine,Centre,29 ans,NON JIFF,https://www.allrugby.com/joueurs/matias-osadczuk-21697.html
Colomiers,Départs,Ray NU'U,Nouvelle-Zélande,Centre,28 ans,NON JIFF,https://www.allrugby.com/joueurs/ray-nu-u-12588.html
Colomiers,Départs,Anzelo TUITAVUKI,Nouvelle-Zélande,Ailier,27 ans,NON JIFF,https://www.allrugby.com/joueurs/anzelo-tuitavuki-13089.html
Colomiers,Départs,Rodrigo MARTA,Portugal,Ailier,26 ans,NON JIFF,https://www.allrugby.com/joueurs/rodrigo-marta-9298.html
Colomiers,Départs,Max AURIAC,France,Arrière,23 ans,JIFF,https://www.allrugby.com/joueurs/max-auriac-12988.html
Colomiers,Prolongations,Eliès EL ANSARI,France,Pilier,29 ans,JIFF,https://www.allrugby.com/joueurs/elies-el-ansari-5138.html
Colomiers,Prolongations,Michaël SIMUTOGA,France,Pilier,29 ans,JIFF,https://www.allrugby.com/joueurs/michael-simutoga-3466.html
Colomiers,Prolongations,Théo LACHAUD,France,Talonneur,25 ans,JIFF,https://www.allrugby.com/joueurs/theo-lachaud-7985.html
Colomiers,Prolongations,Maxime GRANOUILLET,France,2ème ligne,34 ans,JIFF,https://www.allrugby.com/joueurs/maxime-granouillet-1055.html
Colomiers,Prolongations,Jean THOMAS,France,2ème ligne,32 ans,JIFF,https://www.allrugby.com/joueurs/jean-thomas-2223.html
Colomiers,Prolongations,Théo PÉDÉMONS,France,2ème ligne,21 ans,ESPOIR,https://www.allrugby.com/joueurs/theo-pedemons-17049.html
Colomiers,Prolongations,Grégoire BAZIN,France,3ème ligne,26 ans,JIFF,https://www.allrugby.com/joueurs/gregoire-bazin-8877.html
Colomiers,Prolongations,Paolo PARPAGIOLA,France,3ème ligne,23 ans,ESPOIR,https://www.allrugby.com/joueurs/paolo-parpagiola-15288.html
Colomiers,Prolongations,Natan CULINAT,France,Mêlée,20 ans,ESPOIR,https://www.allrugby.com/joueurs/natan-culinat-18315.html
Colomiers,Prolongations,Alberto CARMONA,Espagne,Ailier,22 ans,ESPOIR,https://www.allrugby.com/joueurs/alberto-carmona-14058.html
Colomiers,Prolongations,Rayan HOUARI,France,Ailier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/rayan-houari-20550.html
Dax,Arrivées,Ian BOUBILA,France,Talonneur,24 ans,ESPOIR,https://www.allrugby.com/joueurs/ian-boubila-11087.html
Dax,Arrivées,Théo MERCADIER,France,2ème ligne,23 ans,ESPOIR,https://www.allrugby.com/joueurs/theo-mercadier-15246.html
Dax,Arrivées,Ben SA'U,Nouvelle-Zélande,3ème ligne,NON JIFF,Ponsonby (NZL),https://www.allrugby.com/joueurs/ben-sa-u-23147.html
Dax,Départs,Dino CASADEÏ,France,Pilier,25 ans,JIFF,https://www.allrugby.com/joueurs/dino-casadei-12669.html
Dax,Départs,Thomas CRÉTU,France,Pilier,24 ans,JIFF,https://www.allrugby.com/joueurs/thomas-cretu-10176.html
Dax,Départs,Iban HIRIART-URRUTY,France,Talonneur,33 ans,JIFF,https://www.allrugby.com/joueurs/iban-hiriart-urruty-16447.html
Dax,Départs,Lucas GUILLAUME,France,2ème ligne,35 ans,JIFF,https://www.allrugby.com/joueurs/lucas-guillaume-3684.html
Dax,Départs,Amine MAALLA,France,2ème ligne,23 ans,ESPOIR,https://www.allrugby.com/joueurs/amine-maalla-14380.html
Dax,Départs,Genesis MAMEA LEMALU,Samoa,3ème ligne,37 ans,NON JIFF,https://www.allrugby.com/joueurs/genesis-mamea-2063.html
Dax,Départs,Tom DOURTHE,France,Mêlée,22 ans,ESPOIR,https://www.allrugby.com/joueurs/tom-dourthe-18194.html
Dax,Départs,Diego MIRANDA,France,Ailier,22 ans,ESPOIR,https://www.allrugby.com/joueurs/diego-miranda-17492.html
Dax,Prolongations,Thibaud DRÉAN,France,Pilier,34 ans,JIFF,https://www.allrugby.com/joueurs/thibaud-drean-2824.html
Dax,Prolongations,Mathys VIGEON,France,Pilier,22 ans,ESPOIR,https://www.allrugby.com/joueurs/mathys-vigeon-21034.html
Dax,Prolongations,Paul Arnaud AUSSET,France,3ème ligne,27 ans,JIFF,https://www.allrugby.com/joueurs/paul-arnaud-ausset-8291.html
Dax,Prolongations,Malo HANNOYER,France,3ème ligne,23 ans,JIFF,https://www.allrugby.com/joueurs/malo-hannoyer-17907.html
Dax,Prolongations,Julien LAVERAN,France,3ème ligne,22 ans,ESPOIR,https://www.allrugby.com/joueurs/julien-laveran-15419.html
Dax,Prolongations,Mathys PARDIES,France,Ouverture,20 ans,ESPOIR,https://www.allrugby.com/joueurs/mathys-pardies-21790.html
Dax,Prolongations,Louis COUGET,France,Ailier,21 ans,ESPOIR,https://www.allrugby.com/joueurs/louis-couget-17610.html
Dax,Prolongations,Théo DUPRAT,France,Arrière,26 ans,JIFF,https://www.allrugby.com/joueurs/theo-duprat-11037.html
Grenoble,Arrivées,Manuel LEINDEKAR,Uruguay,2ème ligne,29 ans,JIFF,https://www.allrugby.com/joueurs/manuel-leindekar-5612.html
Grenoble,Arrivées,James FENDER,Pays-de-Galles,2ème ligne,24 ans,NON JIFF,https://www.allrugby.com/joueurs/james-fender-9125.html
Grenoble,Arrivées,Fergus LEE-WARNER,Australie,3ème ligne,32 ans,NON JIFF,https://www.allrugby.com/joueurs/fergus-lee-warner-10429.html
Grenoble,Arrivées,Steven DAVID,France,3ème ligne,31 ans,JIFF,https://www.allrugby.com/joueurs/steven-david-5536.html
Grenoble,Arrivées,Otunuku PAUTA,Tonga,3ème ligne,27 ans,NON JIFF,https://www.allrugby.com/joueurs/otunuku-pauta-15464.html
Grenoble,Arrivées,Baptiste ABESCAT,France,3ème ligne,25 ans,JIFF,https://www.allrugby.com/joueurs/baptiste-abescat-9647.html
Grenoble,Arrivées,Eddie SAWAILAU,Fidji,Centre,30 ans,JIFF,https://www.allrugby.com/joueurs/edward-sawailau-4750.html
Grenoble,Arrivées,Lalomilo LALOMILO,Nouvelle-Zélande,Centre,27 ans,NON JIFF,https://www.allrugby.com/joueurs/lalomilo-lalomilo-8090.html
Grenoble,Arrivées,Lucas TAUZIN,France,Ailier,28 ans,JIFF,https://www.allrugby.com/joueurs/lucas-tauzin-4384.html
Grenoble,Arrivées,Thomas ALARY,France,Arrière,19 ans,ESPOIR,https://www.allrugby.com/joueurs/thomas-alary-18172.html
Grenoble,Départs,Louis MARY,France,Pilier,26 ans,JIFF,https://www.allrugby.com/joueurs/louis-mary-12162.html
Grenoble,Départs,Giorgi MAMAIASHVILI,Géorgie,Pilier,23 ans,ESPOIR,https://www.allrugby.com/joueurs/giorgi-mamaiashvili-13839.html
Grenoble,Départs,Thomas PLOYET,France,2ème ligne,24 ans,JIFF,https://www.allrugby.com/joueurs/thomas-ployet-8931.html
Grenoble,Départs,Richard HARDWICK,Namibie,3ème ligne,32 ans,NON JIFF,https://www.allrugby.com/joueurs/richard-hardwick-5319.html
Grenoble,Départs,Hanru SIRGEL,Afrique du sud,3ème ligne,28 ans,NON JIFF,https://www.allrugby.com/joueurs/hanru-sirgel-16738.html
Grenoble,Départs,Thibaut MARTEL,France,3ème ligne,27 ans,JIFF,https://www.allrugby.com/joueurs/thibaut-martel-5317.html
Grenoble,Départs,José MADEIRA,Portugal,3ème ligne,25 ans,JIFF,https://www.allrugby.com/joueurs/jose-madeira-9269.html
Grenoble,Départs,Yan LESTRADE,France,Centre,29 ans,JIFF,https://www.allrugby.com/joueurs/yan-lestrade-6042.html
Grenoble,Départs,Giorgi KVESELADZE,Géorgie,Centre,28 ans,NON JIFF,https://www.allrugby.com/joueurs/giorgi-kveseladze-5815.html
Grenoble,Départs,Romain TROUILLOUD,France,Centre,26 ans,JIFF,https://www.allrugby.com/joueurs/romain-trouilloud-10920.html
Grenoble,Départs,Samuel BIELLE-BIARREY,France,Centre,21 ans,ESPOIR,https://www.allrugby.com/joueurs/samuel-bielle-biarrey-21786.html
Grenoble,Départs,Hugo AVOGADRO,France,Ailier,19 ans,ESPOIR,https://www.allrugby.com/joueurs/hugo-avogadro-21849.html
Grenoble,Départs,Julien FARNOUX,France,Arrière,33 ans,JIFF,https://www.allrugby.com/joueurs/julien-farnoux-2501.html
Grenoble,Prolongations,Johannes JONKER,Afrique du sud,Pilier,31 ans,NON JIFF,https://www.allrugby.com/joueurs/johannes-jonker-5801.html
Grenoble,Prolongations,Cody THOMAS,Afrique du sud,Pilier,30 ans,JIFF,https://www.allrugby.com/joueurs/cody-thomas-5555.html
Grenoble,Prolongations,Bastien SOURY,France,Talonneur,31 ans,JIFF,https://www.allrugby.com/joueurs/bastien-soury-3643.html
Grenoble,Prolongations,Jérémy TOEVALU,France,Talonneur,21 ans,ESPOIR,https://www.allrugby.com/joueurs/jeremy-toevalu-18003.html
Grenoble,Prolongations,Maël NAVIZET,France,Ouverture,19 ans,ESPOIR,https://www.allrugby.com/joueurs/mael-navizet-21615.html
Grenoble,Prolongations,Gerswin MOUTON,Namibie,Centre,26 ans,NON JIFF,https://www.allrugby.com/joueurs/gerswin-mouton-16072.html
Montauban,Arrivées,Christopher VAOTOA,France,Pilier,29 ans,JIFF,https://www.allrugby.com/joueurs/christopher-vaotoa-4693.html
Montauban,Arrivées,Daniel BRENNAN,Irlande,Pilier,27 ans,JIFF,https://www.allrugby.com/joueurs/daniel-brennan-4493.html
Montauban,Arrivées,Sidi-Mohammed DIALLO,France,Pilier,22 ans,ESPOIR,https://www.allrugby.com/joueurs/sidi-mohammed-diallo-9799.html
Montauban,Arrivées,Johnny MATTHEWS,Angleterre,Talonneur,33 ans,NON JIFF,https://www.allrugby.com/joueurs/johnny-matthews-8995.html
Montauban,Arrivées,Romain MACURDY,France,2ème ligne,24 ans,JIFF,https://www.allrugby.com/joueurs/romain-macurdy-8650.html
Montauban,Arrivées,Youssouf SOUCOUNA,France,2ème ligne,22 ans,ESPOIR,https://www.allrugby.com/joueurs/youssouf-soucouna-13881.html
Montauban,Arrivées,Lucas DESSAIGNE,France,3ème ligne,27 ans,JIFF,https://www.allrugby.com/joueurs/lucas-dessaigne-7955.html
Montauban,Arrivées,Vaiolini EKUASI,Tonga,3ème ligne,24 ans,NON JIFF,https://www.allrugby.com/joueurs/vaiolini-ekuasi-13520.html
Montauban,Arrivées,Lomig JOUANNY,France,3ème ligne,22 ans,JIFF,https://www.allrugby.com/joueurs/lomig-jouanny-14147.html
Montauban,Arrivées,Enzo HERVÉ,France,Ouverture,27 ans,JIFF,https://www.allrugby.com/joueurs/enzo-herve-5599.html
Montauban,Arrivées,Jack WALSH,Australie,Ouverture,26 ans,NON JIFF,https://www.allrugby.com/joueurs/jack-walsh-9310.html
Montauban,Arrivées,Joey WALTON,Australie,Centre,26 ans,NON JIFF,https://www.allrugby.com/joueurs/joey-walton-8036.html
Montauban,Arrivées,Dachi PAPUNASHVILI,Géorgie,Arrière,24 ans,JIFF,https://www.allrugby.com/joueurs/dachi-papunashvili-8121.html
Montauban,Départs,Facundo POMPONIO,Argentine,Pilier,34 ans,NON JIFF,https://www.allrugby.com/joueurs/facundo-pomponio-7335.html
Montauban,Départs,Sione MAFILEO,Nouvelle-Zélande,Pilier,33 ans,NON JIFF,https://www.allrugby.com/joueurs/sione-mafileo-6852.html
Montauban,Départs,Luka AZARIASHVILI,Géorgie,Pilier,26 ans,JIFF,https://www.allrugby.com/joueurs/luka-azariashvili-8100.html
Montauban,Départs,Thomas BUÉ,France,Pilier,23 ans,JIFF,https://www.allrugby.com/joueurs/thomas-bue-12275.html
Montauban,Départs,Jérémie MAUROUARD,France,Talonneur,33 ans,JIFF,https://www.allrugby.com/joueurs/jeremie-maurouard-1909.html
Montauban,Départs,Vakhtang JINTCHARADZE,Géorgie,Talonneur,26 ans,JIFF,https://www.allrugby.com/joueurs/vakhtang-jincharadze-8109.html
Montauban,Départs,Tjiuee UANIVI,Namibie,2ème ligne,35 ans,NON JIFF,https://www.allrugby.com/joueurs/tjiuee-uanivi-1314.html
Montauban,Départs,Clément BITZ,France,2ème ligne,31 ans,JIFF,https://www.allrugby.com/joueurs/clement-bitz-4392.html
Montauban,Départs,Mateo LORENZO,Argentine,2ème ligne,22 ans,ESPOIR NON JIFF,https://www.allrugby.com/joueurs/mateo-lorenzo-15489.html
Montauban,Départs,Sikhumbuzo NOTSHE,Afrique du sud,3ème ligne,33 ans,NON JIFF,https://www.allrugby.com/joueurs/sikhumbuzo-notshe-6110.html
Montauban,Départs,Tomás LEZANA,Argentine,3ème ligne,32 ans,NON JIFF,https://www.allrugby.com/joueurs/tomas-lezana-5027.html
Montauban,Départs,Corentin COULARIS,France,3ème ligne,23 ans,ESPOIR,https://www.allrugby.com/joueurs/corentin-coularis-14795.html
Montauban,Départs,Kyllian RINGUET,France,3ème ligne,22 ans,ESPOIR,https://www.allrugby.com/joueurs/kyllian-ringuet-12276.html
Montauban,Départs,Jean PÉNÉTRO,France,Mêlée,20 ans,ESPOIR,https://www.allrugby.com/joueurs/jean-penetro-21587.html
Montauban,Départs,Jérôme BOSVIEL,France,Ouverture,36 ans,JIFF,https://www.allrugby.com/joueurs/jerome-bosviel-1964.html
Montauban,Départs,Maxime MATHY,France,Centre,33 ans,JIFF,https://www.allrugby.com/joueurs/maxime-mathy-1861.html
Montauban,Départs,Segundo TUCULET,Argentine,Arrière,32 ans,NON JIFF,https://www.allrugby.com/joueurs/segundo-tuculet-5272.html
Montauban,Départs,Thomas LARREGAIN,France,Arrière,29 ans,JIFF,https://www.allrugby.com/joueurs/thomas-larregain-3493.html
Montauban,Prolongations,Valentin SIMUTOGA,France,Pilier,23 ans,JIFF,https://www.allrugby.com/joueurs/valentin-simutoga-8043.html
Montauban,Prolongations,Ru-Hann GREYLING,Afrique du sud,Talonneur,27 ans,JIFF,https://www.allrugby.com/joueurs/ru-hann-greyling-10307.html
Montauban,Prolongations,Fred QUERCY,France,3ème ligne,35 ans,JIFF,https://www.allrugby.com/joueurs/fred-quercy-1904.html
Montauban,Prolongations,Thomas FORTUNEL,France,Ouverture,31 ans,JIFF,https://www.allrugby.com/joueurs/thomas-fortunel-2462.html
Montauban,Prolongations,JT JACKSON,Afrique du sud,Centre,29 ans,NON JIFF,https://www.allrugby.com/joueurs/jt-jackson-6898.html
Montauban,Prolongations,Maxime ESPEUT,France,Centre,26 ans,JIFF,https://www.allrugby.com/joueurs/maxime-espeut-6581.html
Montauban,Prolongations,Simon RENDA,France,Centre,26 ans,JIFF,https://www.allrugby.com/joueurs/simon-renda-8289.html
